See https://www.sciencedirect.com/science/article/abs/pii/S0019103523004001
Optical depth (tau) as measured with MSL Mastcam by Mark Lemmon, MLemmon@SpaceScience.org
L7, M34, 880-nm
Generated: Wed Sep 20 10:01:49 2023
(Values of -1 indicate absence of validated data)
Lines of data in this table:         1938
*************************************************************
                    Product_ID,      Sol,   L_s,   tau, sigma
2999ML0156370011005456C00_DXXX,2999.2891, 346.7, 0.971, 0.014
2999ML0156420011005479C00_DXXX,2999.7002, 346.9, 0.887, 0.013
3001ML0156480011005497C00_DXXX,3001.3442, 347.8, 0.903, 0.020
3001ML0156490011005502C00_DXXX,3001.6765, 348.0, 0.833, 0.017
3002ML0156510011005572C00_DXXX,3002.4324, 348.4, 0.894, 0.033
3005ML0156610011005626C00_DXXX,3005.4043, 349.9, 0.936, 0.030
3005ML0156700011005655C00_DXXX,3005.6848, 350.1, 0.852, 0.015
3006ML0156720011005661C00_DXXX,3006.2961, 350.4, 0.874, 0.014
3008ML0156790011005688C00_DXXX,3008.4028, 351.5, 0.895, 0.030
3012ML0157040011005932C00_DXXX,3012.5959, 353.7, 0.815, 0.030
3012ML0157050011005934C00_DXXX,3012.6228, 353.7, 0.814, 0.026
3013ML0157070011005940C00_DXXX,3013.2915, 354.1, 0.820, 0.014
3013ML0157130010905977C00_DXXX,3013.5437, 354.2, 0.814, 0.034
3013ML0157170010905994C00_DXXX,3013.6177, 354.3, 0.827, 0.027
3017ML0157300010806181C00_DXXX,3017.5276, 356.3, 0.877, 0.035
3020ML0157440010806217C00_DXXX,3020.2900, 357.7, 0.795, 0.014
3021ML0157520010706309C00_DXXX,3021.6594, 358.4, 0.805, 0.020
3022ML0157610010706479C00_DXXX,3022.6270, 358.9, 0.823, 0.025
3025ML0157790010706550C00_DXXX,3025.6584,   0.5, 0.818, 0.020
3026ML0157800010706555C00_DXXX,3026.3059,   0.8, 0.841, 0.014
3027ML0157960010706679C00_DXXX,3027.4951,   1.4, 0.860, 0.035
3027ML0158000010706693C00_DXXX,3027.6289,   1.5, 0.834, 0.025
3029ML0158100010706775C00_DXXX,3029.4580,   2.4, 0.852, 0.035
3032ML0158270010606983C00_DXXX,3032.6370,   4.0, 0.857, 0.023
3033ML0158290010506989C00_DXXX,3033.2830,   4.4, 0.797, 0.017
3036ML0158460010507050C00_DXXX,3036.2722,   5.9, 0.780, 0.026
3039ML0158740010507268C00_DXXX,3039.6279,   7.6, 0.792, 0.025
3040ML0158760010507274C00_DXXX,3040.2915,   7.9, 0.779, 0.014
3041ML0158840010507331C00_DXXX,3041.4480,   8.5, 0.824, 0.034
3043ML0158930010407443C00_DXXX,3043.4773,   9.5, 0.842, 0.035
3046ML0159040010407527C00_DXXX,3046.4773,  11.0, 0.775, 0.035
3047ML0159060010407530C00_DXXX,3047.2871,  11.4, 0.717, 0.015
3048ML0159180010407811I01_DXXX,3048.4272,  12.0, 0.765, 0.034
3051ML0159310010407995C00_DXXX,3051.4258,  13.4, 0.732, 0.032
3054ML0159460010408150C00_DXXX,3054.3000,  14.8, 0.714, 0.013
3054ML0159480010408156C00_DXXX,3054.5994,  15.0, 0.720, 0.028
3055ML0159580010408199C00_DXXX,3055.4082,  15.4, 0.706, 0.030
3059ML0159760010408381C00_DXXX,3059.4517,  17.4, 0.706, 0.034
3062ML0159940010308729C00_DXXX,3062.4900,  18.8, 0.704, 0.034
3063ML0159990030308742C00_DXXX,3063.7124,  19.4, 0.745, 0.015
3066ML0160080010208809C00_DXXX,3066.3032,  20.7, 0.606, 0.013
3066ML0160100010208814C00_DXXX,3066.6167,  20.8, 0.658, 0.026
3069ML0160250010208887C00_DXXX,3069.4309,  22.2, 0.669, 0.032
3073ML0160510011200144C00_DXXX,3073.3059,  24.0, 0.604, 0.014
3073ML0160520011200149C00_DXXX,3073.5203,  24.1, 0.655, 0.034
3076ML0160660011200398C00_DXXX,3076.5359,  25.6, 0.658, 0.033
3078ML0160720011200438C00_DXXX,3078.5205,  26.5, 0.647, 0.034
3080ML0160860011200581C00_DXXX,3080.4973,  27.5, 0.647, 0.034
3081ML0160880011200584C00_DXXX,3081.2856,  27.8, 0.572, 0.017
3081ML0160950011200673C00_DXXX,3081.6609,  28.0, 0.593, 0.018
3084ML0161070011200876C00_DXXX,3084.4517,  29.3, 0.621, 0.033
3088ML0161290011201063C00_DXXX,3088.2864,  31.1, 0.558, 0.017
3091ML0161480011201313C00_DXXX,3091.4888,  32.6, 0.618, 0.034
3093ML0161570011201553C00_DXXX,3093.7161,  33.7, 0.620, 0.018
3094ML0161580011201558C00_DXXX,3094.3098,  34.0, 0.615, 0.014
3096ML0161700011201718C00_DXXX,3096.5024,  35.0, 0.621, 0.034
3100ML0161810011201871C00_DXXX,3100.5068,  36.9, 0.602, 0.033
3100ML0161830011201877C00_DXXX,3100.6819,  36.9, 0.606, 0.015
3101ML0161840011201882C00_DXXX,3101.3035,  37.2, 0.563, 0.013
3101ML0161890011201991C00_DXXX,3101.5613,  37.4, 0.591, 0.031
3103ML0162100011202003C00_DXXX,3103.4739,  38.2, 0.622, 0.034
3106ML0162460011202145C00_DXXX,3106.5232,  39.6, 0.622, 0.033
3108ML0162510011202163C00_DXXX,3108.2925,  40.5, 0.556, 0.015
3111ML1000340011202298C00_DXXX,3111.3501,  41.9, 0.552, 0.019
3111ML1000350011202300C00_DXXX,3111.6116,  42.0, 0.585, 0.025
3114ML1000470011202380C00_DXXX,3114.5337,  43.3, 0.743, 0.032
3115ML1000480011202382C00_DXXX,3115.3149,  43.7, 0.549, 0.014
3118ML1000590011202475C00_DXXX,3118.6633,  45.2, 0.599, 0.017
3121ML1000790011202594C00_DXXX,3121.5042,  46.5, 0.571, 0.033
3122ML1000820011202598C00_DXXX,3122.3167,  46.9, 0.532, 0.014
3122ML1000830011202603C00_DXXX,3122.4734,  47.0, 0.581, 0.033
3125ML1000950011202761C00_DXXX,3125.4373,  48.3, 0.535, 0.030
3127ML1001130011202818C00_DXXX,3127.3098,  49.2, 0.527, 0.014
3139ML1001740011203000C00_DXXX,3139.4868,  54.7, 0.521, 0.033
3141ML1001900011203141C00_DXXX,3141.5435,  55.6, 0.536, 0.031
3141ML1001910011203143C00_DXXX,3141.7078,  55.7, 0.494, 0.016
3143ML1002020011203238C00_DXXX,3143.6567,  56.6, 0.488, 0.018
3144ML1002040011203308C00_DXXX,3144.4893,  57.0, 0.487, 0.032
3146ML1002250011203403C00_DXXX,3146.5417,  57.9, 0.477, 0.031
3147ML1002340011203497C00_DXXX,3147.7134,  58.4, 0.469, 0.019
3148ML1002360011203503C00_DXXX,3148.5217,  58.8, 0.464, 0.032
3152ML1002630011203762C00_DXXX,3152.4521,  60.5, 0.476, 0.031
3155ML1002720011204008C00_DXXX,3155.4946,  61.9, 0.500, 0.032
3155ML1002740011204011C00_DXXX,3155.7009,  62.0, 0.485, 0.014
3157ML1002980011204128C00_DXXX,3157.5159,  62.8, 0.493, 0.032
3162ML1003320011204411C00_DXXX,3162.3210,  65.0, 0.452, 0.014
3162ML1003330011204416C00_DXXX,3162.5403,  65.1, 0.471, 0.031
3164ML1003520011204529C00_DXXX,3164.4961,  66.0, 0.477, 0.032
3164ML1003540011204538C00_DXXX,3164.7029,  66.0, 0.484, 0.015
3169ML1003770011204744C00_DXXX,3169.4990,  68.2, 0.456, 0.032
3172ML1003990011204884C00_DXXX,3172.6611,  69.6, 0.494, 0.016
3175ML1004070011205010C00_DXXX,3175.5051,  70.9, 0.458, 0.031
3176ML1004110011205017C00_DXXX,3176.3269,  71.3, 0.433, 0.015
3178ML1004190011205036C00_DXXX,3178.5022,  72.2, 0.461, 0.031
3181ML1004600011205114C00_DXXX,3181.5378,  73.6, 0.482, 0.030
3183ML1004680011205134C00_DXXX,3183.5154,  74.5, 0.513, 0.031
3183ML1004730011205148C00_DXXX,3183.6655,  74.5, 0.524, 0.016
3186ML1004830011105230C00_DXXX,3186.5029,  75.8, 0.429, 0.031
3188ML1004970011105318C00_DXXX,3188.4956,  76.7, 0.468, 0.031
3190ML1005030011105362C00_DXXX,3190.3281,  77.5, 0.468, 0.015
3194ML1005190011105545C00_DXXX,3194.4998,  79.4, 0.456, 0.031
3196ML1005350011105736C00_DXXX,3196.5029,  80.3, 0.439, 0.031
3196ML1005360011105741C00_DXXX,3196.7219,  80.4, 0.435, 0.029
3197ML1005380011105747C00_DXXX,3197.3835,  80.7, 0.459, 0.023
3199ML1005530011105842C00_DXXX,3199.5581,  81.7, 0.491, 0.029
3202ML1005660011105927C00_DXXX,3202.3186,  82.9, 0.456, 0.014
3203ML1005760011005972C00_DXXX,3203.4683,  83.5, 0.464, 0.030
3203ML1005920011006026C00_DXXX,3203.6709,  83.5, 0.461, 0.015
3209ML1006180010806324C00_DXXX,3209.5054,  86.2, 0.466, 0.031
3210ML1006280010806368C00_DXXX,3210.3235,  86.5, 0.485, 0.014
3213ML1006600010806493C00_DXXX,3213.4749,  88.0, 0.458, 0.031
3216ML1006770010806566C00_DXXX,3216.5144,  89.3, 0.453, 0.031
3217ML1006810010806580C00_DXXX,3217.3467,  89.7, 0.489, 0.018
3220ML1006930010806712C00_DXXX,3220.5254,  91.2, 0.522, 0.031
3223ML1007110010806818C00_DXXX,3223.4651,  92.5, 0.478, 0.030
3230ML1007440010606993C00_DXXX,3230.4854,  95.7, 0.501, 0.031
3231ML1007490010607087C00_DXXX,3231.3455,  96.1, 0.484, 0.017
3234ML1007580010607155C00_DXXX,3234.6775,  97.6, 0.487, 0.014
3239ML1007770010607292C00_DXXX,3239.4856,  99.8, 0.495, 0.031
3240ML1007800010607294C00_DXXX,3240.3342, 100.2, 0.487, 0.016
3240ML1007810010607299C00_DXXX,3240.4976, 100.3, 0.497, 0.031
3240ML1007840010607327C00_DXXX,3240.6921, 100.4, 0.506, 0.014
3244ML1007920010607338C00_DXXX,3244.5801, 102.2, 0.478, 0.027
3247ML1008190010607362C00_DXXX,3247.4978, 103.5, 0.525, 0.031
3248ML1008330010507433C00_DXXX,3248.5254, 104.0, 0.500, 0.031
3248ML1008350010507439C00_DXXX,3248.6809, 104.1, 0.522, 0.014
3249ML1008400010507459C00_DXXX,3249.5032, 104.4, 0.508, 0.031
3251ML1008450010507672C00_DXXX,3251.5276, 105.4, 0.488, 0.030
3272ML1008470010507732C00_DXXX,3272.5203, 115.2, 0.429, 0.031
3273ML1008540010507742C00_DXXX,3273.2952, 115.6, 0.440, 0.015
3273ML1008590010507754C00_DXXX,3273.4692, 115.7, 0.465, 0.031
3275ML1008670010507805C00_DXXX,3275.4854, 116.6, 0.455, 0.031
3278ML1008880010507887C00_DXXX,3278.3574, 118.0, 0.442, 0.020
3280ML1009070010508027C00_DXXX,3280.5205, 119.0, 0.413, 0.031
3282ML1009180010508084C00_DXXX,3282.6677, 120.1, 0.434, 0.016
3283ML1009190010508089C00_DXXX,3283.3530, 120.4, 0.449, 0.019
3284ML1009310010508148C00_DXXX,3284.5037, 121.0, 0.424, 0.032
3285ML1009390010508197C00_DXXX,3285.5249, 121.5, 0.411, 0.031
3285ML1009450010508224C00_DXXX,3285.6650, 121.5, 0.373, 0.016
3288ML1009610010508313C00_DXXX,3288.5293, 122.9, 0.378, 0.031
3292ML1009790010408484C00_DXXX,3292.3188, 124.8, 0.405, 0.014
3298ML1010010010408608C00_DXXX,3298.5212, 127.8, 0.403, 0.032
3299ML1010060010408668C00_DXXX,3299.3735, 128.2, 0.408, 0.023
3299ML1010110011300002C00_DXXX,3299.6963, 128.4, 0.363, 0.013
3306ML1010580011300163C00_DXXX,3306.3621, 131.6, 0.384, 0.021
3307ML1010620011300186C00_DXXX,3307.5059, 132.2, 0.368, 0.032
3310ML1010700011300311C00_DXXX,3310.5232, 133.7, 0.384, 0.032
3312ML1010730011300335C00_DXXX,3312.3411, 134.6, 0.414, 0.018
3312ML1010770011300339C00_DXXX,3312.5139, 134.7, 0.390, 0.033
3312ML1010810011300396C00_DXXX,3312.6655, 134.8, 0.350, 0.017
3315ML1010940011300554C00_DXXX,3315.5325, 136.2, 0.380, 0.032
3317ML1011010031300603C00_DXXX,3317.4434, 137.2, 0.415, 0.031
3319ML1011110011300653C00_DXXX,3319.3572, 138.2, 0.388, 0.021
3320ML1011210011300811C00_DXXX,3320.6672, 138.8, 0.428, 0.017
3322ML1011310011300986C00_DXXX,3322.5042, 139.8, 0.450, 0.033
3325ML1011520011301165C00_DXXX,3325.4897, 141.3, 0.491, 0.033
3326ML1011530011301167C00_DXXX,3326.3484, 141.7, 0.486, 0.020
3326ML1011550011301169C00_DXXX,3326.4968, 141.8, 0.544, 0.033
3327ML1011640011301332C00_DXXX,3327.5024, 142.3, 0.546, 0.033
3329ML1011730011301419C00_DXXX,3329.5173, 143.4, 0.582, 0.033
3329ML1011770011301433C00_DXXX,3329.6580, 143.4, 0.640, 0.019
3332ML1011970011301728C00_DXXX,3332.5261, 144.9, 0.614, 0.033
3332ML1011980011301730C00_DXXX,3332.6023, 145.0, 0.553, 0.027
3333ML1011990011301735C00_DXXX,3333.3438, 145.3, 0.565, 0.019
3336ML1012080011301840C00_DXXX,3336.4976, 147.0, 1.038, 0.034
3339ML1012100011301846C00_DXXX,3339.5212, 148.5, 0.637, 0.033
3340ML1012110011301848C00_DXXX,3340.3445, 149.0, 0.690, 0.019
3345ML1012220011301935C00_DXXX,3345.4875, 151.7, 0.743, 0.034
3347ML1012310011302000C00_DXXX,3347.3455, 152.7, 0.930, 0.020
3349ML1012420011302136C00_DXXX,3349.5532, 153.8, 1.492, 0.033
3349ML1012460011302150C00_DXXX,3349.6838, 153.9, 1.674, 0.026
3350ML1012520011302296C00_DXXX,3350.5386, 154.4, 2.119, 0.036
3351ML1012530011302298C00_DXXX,3351.4531, 154.9, 1.743, 0.035
3353ML1012670011302342C00_DXXX,3353.3608, 155.9, 1.674, 0.025
3353ML1012680011302347C00_DXXX,3353.4600, 155.9, 1.521, 0.033
3354ML1012860011302471C00_DXXX,3354.5776, 156.5, 1.203, 0.031
3355ML1012930011302557C00_DXXX,3355.5605, 157.1, 1.206, 0.032
3356ML1013040011302626C00_DXXX,3356.6816, 157.7, 1.202, 0.016
3357ML1013090011302770C00_DXXX,3357.5483, 158.1, 1.222, 0.033
3358ML1013100011302772C00_DXXX,3358.4495, 158.6, 1.331, 0.033
3359ML1013290011302820C00_DXXX,3359.6274, 159.3, 1.051, 0.025
3360ML1013320011302891C00_DXXX,3360.3469, 159.7, 1.352, 0.021
3361ML1013390011302975C00_DXXX,3361.5786, 160.3, 1.055, 0.031
3363ML1013460011303017C00_DXXX,3363.4482, 161.3, 1.161, 0.033
3364ML1013500011303075C00_DXXX,3364.6243, 162.0, 0.980, 0.025
3365ML1013550011303092C00_DXXX,3365.5662, 162.5, 1.062, 0.032
3366ML1013580011303236C00_DXXX,3366.4521, 163.0, 1.122, 0.033
3367ML1013590011303238C00_DXXX,3367.3474, 163.5, 1.183, 0.021
3367ML1013630011303308C00_DXXX,3367.5559, 163.6, 0.958, 0.033
3369ML1013730011303415C00_DXXX,3369.5547, 164.7, 1.033, 0.033
3371ML1013820011303444C00_DXXX,3371.4587, 165.7, 0.953, 0.033
3371ML1013860011303497C00_DXXX,3371.6689, 165.8, 0.901, 0.018
3374ML1014030011303635C00_DXXX,3374.3687, 167.3, 1.113, 0.024
3374ML1014060011303679C00_DXXX,3374.6790, 167.5, 0.839, 0.016
3376ML1014090011303774C00_DXXX,3376.5696, 168.6, 0.954, 0.033
3380ML1014260011304075C00_DXXX,3380.4019, 170.7, 0.942, 0.029
3381ML1014280011304078C00_DXXX,3381.3484, 171.3, 1.065, 0.021
3381ML1014330011304130C00_DXXX,3381.5327, 171.4, 0.868, 0.035
3382ML1014370011304144C00_DXXX,3382.6702, 172.0, 0.921, 0.017
3386ML1014590011304430C00_DXXX,3386.4414, 174.2, 0.957, 0.033
3386ML1014680011304521C00_DXXX,3386.7119, 174.3, 0.940, 0.015
3387ML1014690011304526C00_DXXX,3387.3406, 174.7, 1.064, 0.019
3389ML1014960011304833C00_DXXX,3389.4417, 175.9, 0.967, 0.033
3393ML1015170011305135C00_DXXX,3393.6450, 178.3, 0.816, 0.022
3394ML1015190011305141C00_DXXX,3394.3706, 178.7, 1.023, 0.025
3397ML1015530011205297C00_DXXX,3397.6904, 180.6, 0.916, 0.014
3400ML1015620011205426C00_DXXX,3400.3496, 182.2, 0.973, 0.021
3400ML1015630011205431C00_DXXX,3400.4419, 182.2, 0.915, 0.033
3402ML1015770011205733C00_DXXX,3402.4421, 183.4, 0.923, 0.033
3402ML1015780011205735C00_DXXX,3402.7034, 183.5, 0.833, 0.013
3404ML1015880011105979C00_DXXX,3404.4475, 184.5, 0.969, 0.033
3408ML1016090010906492C00_DXXX,3408.3491, 186.8, 0.934, 0.021
3411ML1016280010906722C00_DXXX,3411.5640, 188.8, 0.868, 0.033
3411ML1016290010906724C00_DXXX,3411.7097, 188.8, 0.866, 0.014
3414ML1016390010906910C00_DXXX,3414.3416, 190.4, 0.952, 0.020
3416ML1016500010707161C00_DXXX,3416.5635, 191.7, 0.831, 0.033
3416ML1016510010707163C00_DXXX,3416.6985, 191.8, 0.803, 0.014
3418ML1016610010707227C00_DXXX,3418.5623, 192.9, 0.859, 0.033
3419ML1016700010707290C00_DXXX,3419.5730, 193.5, 0.848, 0.032
3421ML1016770010707321C00_DXXX,3421.3511, 194.6, 0.939, 0.022
3424ML1016980010607789C00_DXXX,3424.4468, 196.5, 0.819, 0.033
3435ML1017870010608162C00_DXXX,3435.5730, 203.3, 0.800, 0.032
3436ML1018070010608384C00_DXXX,3436.6775, 204.0, 0.767, 0.017
3438ML1018160021400002C00_DXXX,3438.4441, 205.0, 0.877, 0.033
3438ML1018170011400004C00_DXXX,3438.5630, 205.1, 0.832, 0.033
3440ML1018230011400098C00_DXXX,3440.4426, 206.3, 0.947, 0.033
3440ML1018300011400133C00_DXXX,3440.6106, 206.4, 0.874, 0.029
3442ML1018310011400138C00_DXXX,3442.3474, 207.5, 0.869, 0.021
3443ML1018430011400212C00_DXXX,3443.4414, 208.2, 0.822, 0.033
3445ML1018570011400399C00_DXXX,3445.4399, 209.4, 0.821, 0.033
3445ML1018580011400401C00_DXXX,3445.7161, 209.6, 0.761, 0.015
3448ML1018660011400468C00_DXXX,3448.4392, 211.3, 0.843, 0.033
3448ML1018670011400473C00_DXXX,3448.6899, 211.4, 0.821, 0.015
3449ML1018680011400478C00_DXXX,3449.3381, 211.8, 0.963, 0.019
3450ML1018750011400509C00_DXXX,3450.4446, 212.5, 0.958, 0.033
3452ML1018860011400575C00_DXXX,3452.4443, 213.8, 0.955, 0.033
3453ML1018910011400599C00_DXXX,3453.4553, 214.4, 0.927, 0.033
3454ML1019020011400693C00_DXXX,3454.4399, 215.0, 0.934, 0.033
3455ML1019100011400775C00_DXXX,3455.4385, 215.7, 0.852, 0.032
3456ML1019110011400780C00_DXXX,3456.3455, 216.2, 0.953, 0.020
3456ML1019120011400785C00_DXXX,3456.4834, 216.3, 0.882, 0.035
3456ML1019210011400847C00_DXXX,3456.6948, 216.5, 0.845, 0.014
3457ML1019230011400917C00_DXXX,3457.4392, 216.9, 0.862, 0.032
3459ML1019310011401015C00_DXXX,3459.4534, 218.2, 1.062, 0.033
3460ML1019350011401164C00_DXXX,3460.3982, 218.8, 1.094, 0.028
3462ML1019390011401181C00_DXXX,3462.3442, 220.1, 0.993, 0.020
3462ML1019430011401313C00_DXXX,3462.5581, 220.2, 0.943, 0.034
3463ML1019460011401322C00_DXXX,3463.4424, 220.8, 0.865, 0.032
3465ML1019600011401471C00_DXXX,3465.6409, 222.2, 1.018, 0.024
3466ML1019680011401642C00_DXXX,3466.7009, 222.8, 1.062, 0.014
3467ML1019730011401656C00_DXXX,3467.6003, 223.4, 1.063, 0.030
3468ML1019740011401658C00_DXXX,3468.4507, 224.0, 1.051, 0.033
3469ML1019750011401663C00_DXXX,3469.3425, 224.5, 1.044, 0.020
3470ML1019830011401771C00_DXXX,3470.4453, 225.2, 1.024, 0.033
3471ML1019840011401773C00_DXXX,3471.4570, 225.9, 1.037, 0.033
3472ML1019960011401816C00_DXXX,3472.4446, 226.5, 1.090, 0.032
3473ML1020060011401943C00_DXXX,3473.6692, 227.3, 1.135, 0.018
3474ML1020150011402078C00_DXXX,3474.4443, 227.8, 1.178, 0.032
3475ML1020250011402205C00_DXXX,3475.4441, 228.5, 1.210, 0.032
3476ML1020260011402207C00_DXXX,3476.3320, 229.0, 1.274, 0.018
3476ML1020270011402212C00_DXXX,3476.4512, 229.1, 1.242, 0.033
3477ML1020360011402272C00_DXXX,3477.4431, 229.7, 1.231, 0.032
3479ML1020530011402398C00_DXXX,3479.4426, 231.0, 1.223, 0.032
3481ML1020680011402643C00_DXXX,3481.4519, 232.3, 1.227, 0.033
3483ML1020760011402735C00_DXXX,3483.3416, 233.5, 1.240, 0.020
3483ML1020890011402797C00_DXXX,3483.6968, 233.8, 1.109, 0.014
3484ML1020950011402829C00_DXXX,3484.4785, 234.3, 1.997, 0.034
3485ML1020960011402831C00_DXXX,3485.4595, 234.9, 1.666, 0.033
3487ML1021080011402930C00_DXXX,3487.4663, 236.2, 1.492, 0.033
3489ML1021270011402983C00_DXXX,3489.6069, 237.6, 1.195, 0.028
3490ML1021280011402985C00_DXXX,3490.3352, 238.1, 1.318, 0.019
3492ML1021410011403028C00_DXXX,3492.4514, 239.5, 1.163, 0.032
3494ML1021630011403159C00_DXXX,3494.4575, 240.8, 1.211, 0.033
3505ML1022010011403443C00_DXXX,3505.4636, 247.9, 1.052, 0.033
3509ML1022200011403594C00_DXXX,3509.4614, 250.5, 1.143, 0.032
3509ML1022260011403742C00_DXXX,3509.6638, 250.7, 1.078, 0.018
3510ML1022290011403813C00_DXXX,3510.3477, 251.1, 1.254, 0.020
3511ML1022390011403869C00_DXXX,3511.6643, 252.0, 1.094, 0.018
3513ML1022600011404001C00_DXXX,3513.6274, 253.3, 1.083, 0.024
3514ML1022680011404046C00_DXXX,3514.5459, 253.9, 1.065, 0.032
3515ML1022760011404177C00_DXXX,3515.4846, 254.5, 1.106, 0.033
3516ML1022780011404183C00_DXXX,3516.4297, 255.1, 1.093, 0.030
3517ML1022830011404208C00_DXXX,3517.3105, 255.7, 1.144, 0.014
3518ML1022900011404301C00_DXXX,3518.6064, 256.5, 1.005, 0.026
3520ML1022920011404306C00_DXXX,3520.4636, 257.7, 1.001, 0.032
3522ML1022970011404391C00_DXXX,3522.3215, 258.9, 1.070, 0.016
3522ML1023010011404401C00_DXXX,3522.6697, 259.2, 0.947, 0.017
3526ML1023100011404477C00_DXXX,3526.4836, 261.6, 0.976, 0.033
3527ML1023220011404566C00_DXXX,3527.7043, 262.4, 0.990, 0.013
3530ML1023360011404639C00_DXXX,3530.3176, 264.1, 1.095, 0.015
3530ML1023400011404661C00_DXXX,3530.3662, 264.2, 1.075, 0.023
3531ML1023580011404783C00_DXXX,3531.5254, 264.9, 0.900, 0.033
3533ML1023700011404831C00_DXXX,3533.4604, 266.2, 0.960, 0.032
3536ML1023880011405039C00_DXXX,3536.6680, 268.2, 0.877, 0.017
3537ML1023900011405045C00_DXXX,3537.3342, 268.7, 1.084, 0.018
3537ML1023920011405050C00_DXXX,3537.4736, 268.8, 0.974, 0.033
3540ML1024040011405135C00_DXXX,3540.4565, 270.7, 0.864, 0.032
3543ML1024230011305284C00_DXXX,3543.4597, 272.6, 0.898, 0.032
3545ML1024460011305433C00_DXXX,3545.6304, 274.0, 0.845, 0.023
3546ML1024470011305438C00_DXXX,3546.3220, 274.5, 0.908, 0.016
3550ML1024810011305912C00_DXXX,3550.4521, 277.1, 0.836, 0.032
3551ML1024820011305917C00_DXXX,3551.2988, 277.7, 0.995, 0.013
3552ML1024920011206034C00_DXXX,3552.6526, 278.5, 0.792, 0.020
3554ML1025060011106200C00_DXXX,3554.4221, 279.7, 0.897, 0.029
3557ML1025210011006393C00_DXXX,3557.4492, 281.6, 0.840, 0.031
3557ML1025230011006396C00_DXXX,3557.6399, 281.7, 0.741, 0.022
3558ML1025240011006401C00_DXXX,3558.3040, 282.2, 0.996, 0.014
3561ML1025490011006636C00_DXXX,3561.4690, 284.2, 0.780, 0.033
3563ML1025570011006865C00_DXXX,3563.4463, 285.4, 0.847, 0.031
3564ML1025620011006879C00_DXXX,3564.3018, 286.0, 0.978, 0.014
3568ML1026000010807068C00_DXXX,3568.4585, 288.6, 0.795, 0.032
3570ML1026120010807150C00_DXXX,3570.4436, 289.8, 0.891, 0.031
3571ML1026200010807176C00_DXXX,3571.2986, 290.4, 0.867, 0.013
3571ML1026220010807181C00_DXXX,3571.4619, 290.5, 0.762, 0.032
3574ML1026470010807336C00_DXXX,3574.4490, 292.3, 0.782, 0.032
3576ML1026650010707461C00_DXXX,3576.5342, 293.7, 0.750, 0.034
3578ML1026660010707466C00_DXXX,3578.3164, 294.8, 0.829, 0.015
3578ML1026730010707544C00_DXXX,3578.6487, 295.0, 0.686, 0.021
3582ML1026940010707652C00_DXXX,3582.4546, 297.3, 0.703, 0.032
3589ML1027180010707745C00_DXXX,3589.4539, 301.6, 0.713, 0.032
3589ML1027280010707861C00_DXXX,3589.6560, 301.8, 0.732, 0.020
3591ML1027300010707931C00_DXXX,3591.4395, 302.9, 0.775, 0.032
3592ML1027330010707949C00_DXXX,3592.2915, 303.4, 0.883, 0.014
3592ML1027410010707994C00_DXXX,3592.6960, 303.6, 0.711, 0.014
3594ML1027420010707999C00_DXXX,3594.4521, 304.7, 0.756, 0.033
3595ML1027500010708088C00_DXXX,3595.4045, 305.3, 0.802, 0.029
3596ML1027510010708093C00_DXXX,3596.4514, 305.9, 0.691, 0.033
3598ML1027730010708241C00_DXXX,3598.4373, 307.1, 0.738, 0.032
3599ML1027740010708243C00_DXXX,3599.2974, 307.6, 0.729, 0.013
3599ML1027750010708245C00_DXXX,3599.4524, 307.7, 0.681, 0.033
3601ML1027820010708320C00_DXXX,3601.4453, 308.9, 0.729, 0.032
3602ML1027970010708366C00_DXXX,3602.4600, 309.5, 0.722, 0.033
3603ML1028000010608456C00_DXXX,3603.3313, 310.0, 0.683, 0.018
3604ML1028070010608493C00_DXXX,3604.6062, 310.8, 0.667, 0.028
3605ML1028090010608502C00_DXXX,3605.2998, 311.2, 0.782, 0.014
3607ML1028220010608567C00_DXXX,3607.4495, 312.5, 0.844, 0.033
3609ML1028320010508605C00_DXXX,3609.4421, 313.7, 0.920, 0.032
3612ML1028430010308858C00_DXXX,3612.3215, 315.4, 1.422, 0.018
3612ML1028450010308864C00_DXXX,3612.6299, 315.6, 1.291, 0.025
3613ML1028550010308919C00_DXXX,3613.5872, 316.2, 1.447, 0.030
3614ML1028560010308924C00_DXXX,3614.4417, 316.7, 1.623, 0.033
3615ML1028600010208931C00_DXXX,3615.4324, 317.2, 1.541, 0.032
3615ML1028620010208936C00_DXXX,3615.5867, 317.3, 1.392, 0.030
3616ML1028630010208941C00_DXXX,3616.3110, 317.8, 1.554, 0.015
3616ML1028780010209027C00_DXXX,3616.6619, 318.0, 1.349, 0.019
3617ML1028820010209052C00_DXXX,3617.4211, 318.4, 1.596, 0.031
3618ML1028860010209077C00_DXXX,3618.4219, 319.0, 1.679, 0.031
3619ML1028920010209108C00_DXXX,3619.3494, 319.5, 1.788, 0.021
3619ML1028960030209132C00_DXXX,3619.4495, 319.6, 1.695, 0.033
3620ML1029010010209138C00_DXXX,3620.4214, 320.2, 1.729, 0.031
3621ML1029060010209246C00_DXXX,3621.5540, 320.8, 1.620, 0.033
3622ML1029070010209251C00_DXXX,3622.4211, 321.3, 1.658, 0.031
3625ML1029190010209278C00_DXXX,3625.4214, 323.1, 1.533, 0.032
3626ML1029230010209284C00_DXXX,3626.3181, 323.6, 1.699, 0.016
